symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
T,Communication Services,AT&T,2026-08-03,23.59,13.35,-8.51,5.03,3.72,0.667,77973615,61561258,52825671,7.24,39.63,27.39,P+V+,P-V+,P+V+,➡️ 中性,-23.37,29.68,-0.787,1,17,6,6.8,10.49,3.42,False,True,22.62,15.37,1.185,False,28.75,29.79,-17.95,-3.4,16.16,14.0,6.0,81804385.0,69035150.0,2.333,53816900.0,88207040.0,84195346.0,0.639,100.0,58.2,空頭,頭頭低·底底低,,7,1,19,7.0,6,剛爆發,,False
VZ,Communication Services,Verizon,2026-08-03,47.36,13.1,0.29,24.34,15.52,1.0,27160495,27247066,29195681,-22.0,-12.51,21.8,P+V-,P+V-,P+V+,⚠️ 頂部背離,3.06,26.79,0.114,2,7,1,3.3,2.71,5.81,False,True,44.95,13.27,1.04,False,50.06,51.68,-5.4,0.08,14.49,11.0,9.0,27634981.0,26580566.0,1.222,23007900.0,28657850.0,26982813.0,0.853,95.26,62.05,空頭,頭頭低·底底低,多轉空預警,1,4,14,4.8,1,,,False
FOX,Communication Services,Fox Corporation (Class B),2026-08-03,52.36,6.95,-7.72,-18.49,-9.43,0.333,1212675,1691673,1726070,-59.86,-3.91,9.06,P+V-,P-V-,P-V+,➡️ 中性,-0.61,36.38,-0.017,3,15,18,9.6,22.22,51.85,False,True,52.04,9.89,0.879,False,67.48,68.18,-22.4,3.56,5.45,11.0,9.0,1141672.0,1299455.0,1.222,918800.0,1137150.0,1210226.0,0.759,88.4,56.99,多頭,頭頭高·底底高,,17,7,17,13.0,13,剛爆發,,False
GRMN,Consumer Discretionary,Garmin,2026-08-03,304.76,22.55,21.89,50.04,36.13,1.0,1042200,902244,917060,15.52,-3.18,-1.67,P+V+,P+V-,P+V-,➡️ 中性,13.95,32.12,0.434,1,4,1,1.9,22.52,13.14,False,True,243.99,26.15,1.063,False,305.0,305.0,-0.08,25.69,24.28,11.0,9.0,1070654.0,1007422.0,1.222,905900.0,1258620.0,1196013.0,0.757,100.0,79.88,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,1,1,23,5.4,3,,,False
HAS,Consumer Discretionary,Hasbro,2026-08-03,90.79,19.21,-3.78,3.53,5.62,0.667,2491130,2181472,2054936,25.06,13.12,12.89,P+V+,P-V+,P+V+,➡️ 中性,8.0,28.8,0.278,2,32,20,14.6,12.8,29.52,False,True,84.09,14.29,1.49,False,104.6,106.98,-13.2,0.95,17.3,11.0,9.0,2924000.0,1962066.0,1.222,1884300.0,2863270.0,2735633.0,0.689,100.0,59.86,空頭,頭頭低·底底低,多轉空預警 / 多頭確認,14,1,25,11.0,8,剛爆發,,False
ROST,Consumer Discretionary,Ross Stores,2026-08-03,252.91,17.81,11.25,36.53,25.53,1.0,2279690,3087133,2796746,-35.59,23.17,6.97,P+V-,P+V+,P+V+,⚠️ 頂部背離,55.67,24.53,2.269,3,12,2,5.5,17.42,4.91,False,True,229.93,10.97,1.182,False,257.0,257.0,-1.59,3.93,19.66,17.0,3.0,2333594.0,1974233.0,5.667,2457300.0,2261370.0,2185080.0,1.125,100.0,70.96,擴散,頭頭高·底底低,多頭確認,3,1,11,3.8,1,,,False
TGT,Consumer Staples,Target Corporation,2026-08-03,148.21,17.09,16.19,46.3,31.47,1.0,3726600,4859172,5382723,-22.93,-17.73,-28.24,P+V-,P+V-,P+V-,⚠️ 量能衰竭,31.92,25.84,1.235,1,6,1,2.5,17.31,12.97,False,True,132.13,12.37,1.216,False,148.93,150.07,-0.48,6.42,18.44,10.0,10.0,4090270.0,3362930.0,1.0,4856900.0,3204500.0,3509933.0,1.384,99.92,69.51,多頭,頭頭高·底底高,多頭確認,1,3,6,2.8,1,,,False
DG,Consumer Staples,Dollar General,2026-08-03,127.72,10.65,10.78,-12.65,-0.97,0.667,2377005,3326829,3198356,-23.42,8.37,-3.3,P+V-,P+V+,P-V-,➡️ 中性,8.75,35.67,0.245,2,11,30,10.3,6.22,17.85,False,True,115.35,13.62,1.122,False,156.68,158.23,-18.49,3.65,10.41,10.0,10.0,2513960.0,2240050.0,1.0,1953600.0,1978860.0,2309020.0,0.846,92.35,61.06,多頭,頭頭高·底底高,,20,4,23,14.2,13,剛爆發,,False
CASY,Consumer Staples,Casey's,2026-08-03,860.37,7.36,4.8,39.77,22.92,1.0,345435,515449,540731,-51.82,-8.93,72.73,P+V-,P+V-,P+V+,⚠️ 頂部背離,54.82,31.03,1.767,3,18,2,7.3,32.11,16.87,False,True,824.1,5.27,1.145,False,927.15,927.85,-7.2,0.89,6.67,10.0,10.0,368790.0,322080.0,1.0,269900.0,285010.0,295873.0,0.912,89.4,54.8,多頭,頭頭高·底底高,,2,7,17,7.0,4,,,False
VLO,Energy,Valero Energy,2026-08-03,307.54,15.97,22.81,70.63,45.01,1.0,2776330,3024563,3342157,-16.05,-17.36,16.92,P+V-,P+V-,P+V+,⚠️ 頂部背離,106.48,32.17,3.31,1,2,2,1.5,23.84,33.47,False,True,270.44,8.47,1.044,False,319.01,320.24,-3.59,1.25,14.21,11.0,9.0,2829681.0,2711122.0,1.222,3302200.0,2560230.0,2806326.0,1.177,95.62,62.05,擴散,頭頭高·底底低,,2,11,5,6.2,7,吃老本,,False
PSX,Energy,Phillips 66,2026-08-03,205.1,15.29,15.93,49.56,32.58,1.0,2530490,2551764,2844848,-10.25,-18.68,18.14,P+V-,P+V-,P+V+,⚠️ 頂部背離,53.35,32.66,1.634,2,3,3,2.5,225.68,14.7,False,True,185.3,7.32,1.039,False,214.94,216.08,-4.58,-0.78,16.27,13.0,7.0,2563992.0,2468271.0,1.857,1992200.0,2348560.0,2394686.0,0.832,100.0,60.63,多頭,頭頭高·底底高,空轉多預警,3,1,17,5.0,5,,,False
MPC,Energy,Marathon Petroleum,2026-08-03,306.19,15.28,24.13,80.31,50.01,1.0,2049705,2323701,2451014,-18.05,-9.88,23.63,P+V-,P+V-,P+V+,⚠️ 頂部背離,65.68,35.61,1.845,3,1,1,2.0,120.63,50.13,False,True,274.27,7.05,0.935,False,326.03,326.92,-6.08,-1.7,14.14,13.0,7.0,2000876.0,2140385.0,1.857,2105300.0,2057470.0,2051020.0,1.026,100.0,59.17,擴散,頭頭高·底底低,,1,1,9,2.6,1,,,False
PYPL,Financials,PayPal,2026-08-03,57.73,26.77,15.8,4.91,13.1,1.0,18954220,17226712,20038370,6.85,-24.61,35.96,P+V+,P+V-,P+V+,➡️ 中性,-32.23,46.0,-0.701,1,23,49,17.2,8.03,5.59,False,True,47.17,7.97,1.796,False,78.62,79.5,-26.58,3.21,28.34,12.0,8.0,23039091.0,12826912.0,1.5,9303200.0,14043080.0,21282060.0,0.437,100.0,73.55,多頭,頭頭高·底底高,多頭確認,20,1,34,15.2,12,剛爆發,,False
WTW,Financials,Willis Towers Watson,2026-08-03,341.63,16.24,33.83,9.45,17.24,1.0,586425,751610,779850,-18.26,-6.99,30.66,P+V-,P+V-,P+V+,⚠️ 頂部背離,-7.47,30.6,-0.244,2,1,39,9.1,7.78,1.8,False,True,276.45,19.49,0.953,False,349.38,352.79,-2.22,12.88,18.76,10.0,10.0,572280.0,600570.0,1.0,782600.0,655380.0,618206.0,1.266,98.09,81.62,多頭,頭頭高·底底高,多頭確認,11,14,5,11.0,6,,,False
