symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
APA,Energy,APA Corporation,2026-02-27,29.96,14.99,25.6,43.26,31.78,1.0,7179835,6075430,6747183,19.05,-18.11,-19.47,P+V+,P+V-,P+V-,➡️ 中性,35.25,50.34,0.7,5,11,6,7.0,41.73,17.59,False,True,25.69,12.73,1.438,False,30.01,30.42,-0.16,4.51,15.65,11.0,9.0,8320481.0,5785711.0,1.222,8707300.0,7439840.0,6828340.0,1.275,100.0,66.34,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,6,1,6,4.0,2,,,False
BKR,Energy,Baker Hughes,2026-02-27,64.8,16.89,32.71,47.05,35.92,1.0,8633785,8497516,7722817,-13.46,22.3,-1.45,P+V-,P+V+,P+V-,⚠️ 量能背離,32.31,36.66,0.881,4,5,4,4.3,16.74,9.29,False,True,53.47,10.8,0.99,False,65.32,65.78,-0.79,4.9,15.47,14.0,6.0,8608864.0,8691933.0,2.333,8773800.0,7254850.0,8206453.0,1.069,100.0,77.4,擴散,頭頭高·底底低,多頭確認,5,1,13,5.0,4,,,False
CBOE,Financials,Cboe Global Markets,2026-02-27,298.26,13.36,18.06,21.93,18.82,1.0,952060,798916,806270,15.49,-1.81,-10.37,P+V+,P+V-,P+V-,➡️ 中性,28.4,22.15,1.282,1,2,3,1.7,3.76,5.58,False,True,266.31,11.41,0.965,False,301.65,303.12,-1.12,4.08,13.16,14.0,6.0,941764.0,976083.0,2.333,1352900.0,859870.0,904493.0,1.496,100.0,74.8,多頭,頭頭高·底底高,多頭確認,1,1,15,3.8,1,,,False
CB,Financials,Chubb Limited,2026-02-27,338.8,10.11,15.23,22.75,17.71,1.0,1865965,1757236,1775773,17.99,-2.07,-1.49,P+V+,P+V-,P+V-,➡️ 中性,9.4,20.05,0.469,3,8,2,4.3,10.98,21.68,False,True,314.02,6.13,1.113,False,340.62,342.69,-0.53,2.79,11.33,14.0,6.0,1924621.0,1729100.0,2.333,2218000.0,1724650.0,1784146.0,1.243,100.0,70.37,多頭,頭頭高·底底高,多頭確認,2,1,23,5.8,2,,,False
FITB,Financials,Fifth Third Bancorp,2026-02-27,48.68,-1.49,17.86,12.38,10.28,0.667,17012045,10636215,8858486,76.59,50.21,77.4,P-V+,P+V+,P+V+,⚠️ 中期出貨,20.07,29.15,0.688,26,3,16,17.1,4.93,5.86,False,False,49.58,10.46,2.01,False,54.56,55.44,-10.77,-7.74,-0.64,11.0,9.0,21983727.0,10935544.0,1.222,16710000.0,9963790.0,10481740.0,1.594,100.0,41.27,多頭,頭頭高·底底高,,9,1,10,6.0,3,剛爆發,,False
MRK,Health Care,Merck & Co.,2026-02-27,122.03,12.29,24.38,44.34,31.34,1.0,13879925,13681064,13213553,15.21,7.34,-15.49,P+V+,P+V+,P+V-,🚀 健康多頭,24.1,33.33,0.723,10,6,5,7.8,1.47,9.85,False,True,110.48,5.02,1.138,False,123.33,125.14,-1.05,1.28,14.29,15.0,5.0,14315146.0,12574260.0,3.0,17636400.0,10334890.0,11251933.0,1.567,100.0,65.03,多頭,頭頭高·底底高,多頭確認,5,1,6,3.6,1,,🚀 暴漲中,False
BMY,Health Care,Bristol Myers Squibb,2026-02-27,61.04,13.3,32.13,33.5,28.11,1.0,13975095,14410196,14801483,12.81,-5.15,7.18,P+V+,P+V-,P+V+,➡️ 中性,-3.02,29.58,-0.102,7,4,11,6.9,4.57,7.55,False,True,55.46,5.66,1.15,False,61.35,63.33,-0.49,2.82,14.9,13.0,7.0,14644807.0,12731342.0,1.857,20742600.0,12797060.0,13138200.0,1.579,100.0,69.22,多頭,頭頭高·底底高,多頭確認,8,1,5,4.6,2,剛爆發,,False
MCK,Health Care,McKesson Corporation,2026-02-27,984.41,18.79,13.57,43.52,29.85,1.0,902905,739532,735687,57.68,1.05,-19.88,P+V+,P+V+,P+V-,🚀 健康多頭,33.01,23.52,1.403,3,14,6,6.9,0.71,8.94,False,True,863.06,7.57,0.675,False,984.41,987.37,0.0,4.21,20.07,15.0,5.0,806000.0,1193620.0,3.0,1059700.0,677820.0,800320.0,1.324,100.0,70.01,多頭,頭頭高·底底高,多頭確認,6,1,9,4.6,2,,🚀 暴漲中,True
FDX,Industrials,FedEx,2026-02-27,309.42,20.09,45.7,65.32,49.11,1.0,2507465,2253325,2298370,10.78,-3.84,-9.42,P+V+,P+V-,P+V-,➡️ 中性,26.67,35.19,0.758,7,8,5,6.9,17.16,6.01,False,True,263.19,7.37,1.151,False,314.11,316.57,-1.49,-0.38,20.96,15.0,5.0,2592507.0,2252340.0,3.0,3411757.0,1943480.0,2180106.0,1.565,100.0,76.31,多頭,頭頭高·底底高,多頭確認,3,1,4,2.4,1,,,False
VRT,Industrials,Vertiv,2026-02-27,254.78,36.91,50.96,102.47,73.2,1.0,6962440,6176083,6857461,39.72,-18.08,-23.39,P+V+,P+V-,P+V-,➡️ 中性,111.43,61.54,1.811,1,4,2,2.1,4.9,25.02,False,True,192.68,15.23,0.998,False,264.74,264.86,-3.76,4.57,30.65,10.0,10.0,6956770.0,6968110.0,1.0,6967900.0,5799340.0,7451280.0,0.935,100.0,70.81,多頭,頭頭高·底底高,,1,1,16,4.0,2,,🔥 追高風險,True
JBHT,Industrials,J.B. Hunt,2026-02-27,232.58,15.37,40.34,56.18,42.02,1.0,1186480,1126003,1257630,16.72,-18.95,8.28,P+V+,P+V-,P+V+,➡️ 中性,30.31,38.93,0.778,11,10,7,9.9,4.77,20.66,False,True,209.67,7.95,0.915,False,233.99,234.82,-0.6,1.41,13.97,13.0,7.0,1149323.0,1255485.0,1.857,1481100.0,798550.0,1042360.0,1.421,100.0,63.95,多頭,頭頭高·底底高,,6,1,8,4.4,3,,,False
LITE,Information Technology,Lumentum,2026-02-27,700.91,78.88,134.14,487.32,296.91,1.0,5853610,4654680,4388010,37.32,12.94,67.36,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,447.89,83.23,5.381,1,2,2,1.5,18.56,7.04,False,True,448.61,36.32,1.356,False,765.0,765.0,-8.38,4.96,83.75,16.0,4.0,6178025.0,4555950.0,4.0,8912200.0,4920310.0,5016466.0,1.777,100.0,73.72,多頭,頭頭高·底底高,多頭確認,2,1,3,1.8,1,,🔥 追高風險,True
COHR,Information Technology,Coherent Corp.,2026-02-27,258.93,22.03,70.56,188.02,117.16,1.0,6983295,5126675,4588685,60.3,26.56,20.47,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,188.12,70.19,2.68,7,9,6,7.4,6.82,11.27,False,True,207.71,29.69,0.693,False,276.5,276.5,-6.35,4.33,19.95,13.0,7.0,6046330.0,8723371.0,1.857,15226100.0,6181500.0,6280113.0,2.424,100.0,64.22,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,7,1,2,3.6,2,剛爆發,🔥 追高風險,True
TER,Information Technology,Teradyne,2026-02-27,319.79,32.82,92.9,178.17,120.52,1.0,4229125,3285278,3523244,53.77,-12.65,-3.81,P+V+,P+V-,P+V-,➡️ 中性,132.24,57.29,2.308,5,3,7,4.8,30.11,7.45,False,True,250.99,13.83,1.035,False,344.66,344.92,-7.22,-1.48,27.11,12.0,8.0,4287016.0,4142287.0,1.5,4426300.0,2945100.0,3428166.0,1.291,100.0,61.68,多頭,頭頭高·底底高,,6,1,8,4.4,3,,🔥 追高風險,True
BALL,Materials,Ball Corporation,2026-02-27,66.47,18.04,38.03,25.92,26.98,1.0,2576580,2426176,2571767,27.64,-10.72,-1.72,P+V+,P+V-,P+V-,➡️ 中性,10.35,29.54,0.35,1,6,6,3.5,1.51,-0.17,False,True,58.25,3.9,1.366,False,67.62,68.29,-1.7,0.9,18.67,12.0,8.0,2886150.0,2112225.0,1.5,2660500.0,1933520.0,2084500.0,1.276,100.0,71.05,多頭,頭頭高·底底高,空轉多預警,5,1,5,3.4,1,,,False
CF,Materials,CF Industries,2026-02-27,98.63,7.34,28.86,16.37,17.23,1.0,2353350,2391106,2415012,-6.9,-1.96,-15.1,P+V-,P+V-,P+V-,⚠️ 量能衰竭,20.26,29.96,0.676,14,8,9,11.2,10.41,5.59,False,True,86.71,13.59,1.088,False,104.3,105.27,-5.44,2.43,6.42,13.0,7.0,2421723.0,2226371.0,1.857,2700800.0,2745340.0,2436066.0,1.109,100.0,64.6,多頭,頭頭高·底底高,空轉多預警,8,1,9,5.4,2,剛爆發,,False
NEM,Materials,Newmont,2026-02-27,129.17,15.71,50.67,84.84,59.02,1.0,10196905,9548346,10478240,5.88,-16.3,-15.88,P+V+,P+V-,P+V-,➡️ 中性,206.46,46.34,4.455,4,3,2,3.3,24.25,18.84,False,True,114.12,10.48,0.752,False,134.02,134.88,-3.62,6.44,2.42,13.0,7.0,9142146.0,12155742.0,1.857,15016600.0,9310430.0,8934726.0,1.681,95.05,61.92,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,2,11,1,5.4,2,吃老本,,False
VTR,Real Estate,Ventas,2026-02-27,85.11,10.93,10.01,28.77,19.62,1.0,3289195,3065427,2941509,18.69,8.8,-8.48,P+V+,P+V+,P+V-,🚀 健康多頭,15.11,18.84,0.802,5,14,2,7.1,40.89,141.94,False,True,78.86,4.42,0.902,False,86.8,87.87,-1.95,0.26,12.09,13.0,7.0,3169076.0,3512271.0,1.857,7071000.0,3199160.0,3520340.0,2.009,100.0,70.32,多頭,頭頭高·底底高,空轉多預警,4,1,3,2.6,1,,🚀 暴漲中,True
FRT,Real Estate,Federal Realty Investment Trust,2026-02-27,106.63,7.52,13.24,11.86,11.12,1.0,1048025,773889,693626,54.11,26.17,-15.09,P+V+,P+V+,P+V-,🚀 健康多頭,1.21,19.77,0.061,13,10,9,11.3,104.68,-11.3,False,True,100.91,5.64,1.168,False,107.77,109.94,-1.06,1.23,8.13,15.0,5.0,1087166.0,930600.0,3.0,1733500.0,1044130.0,996373.0,1.74,100.0,65.39,多頭,頭頭高·底底高,多頭確認,10,1,6,5.6,6,剛爆發,🎯 潛在暴漲,True
REG,Real Estate,Regency Centers,2026-02-27,77.5,8.41,12.25,11.51,10.92,1.0,1405750,1316707,1205089,7.18,20.42,5.58,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-0.81,17.62,-0.046,11,13,10,11.4,89.07,4.6,False,True,70.9,5.65,0.836,False,77.58,79.08,-0.1,2.8,9.75,14.0,6.0,1327571.0,1588166.0,2.333,2420500.0,1204850.0,1364400.0,1.774,100.0,70.51,多頭,頭頭高·底底高,多頭確認,11,1,5,5.8,7,剛爆發,,False
EIX,Utilities,Edison International,2026-02-27,72.98,20.01,28.15,38.5,31.29,1.0,3635850,3245972,3214644,21.23,1.97,-17.32,P+V+,P+V+,P+V-,🚀 健康多頭,28.71,27.62,1.039,2,1,1,1.5,28.62,7.28,False,True,62.08,10.09,1.034,False,73.72,75.5,-1.01,1.36,20.22,14.0,6.0,3671950.0,3551616.0,2.333,4914200.0,3870550.0,3623873.0,1.356,100.0,75.99,多頭,頭頭高·底底高,多頭確認,1,1,6,2.0,2,,🚀 暴漲中,True
NRG,Utilities,NRG Energy,2026-02-27,177.78,17.62,7.59,24.05,18.33,1.0,2298330,1965801,2100783,17.68,-12.07,-35.4,P+V+,P+V-,P+V-,➡️ 中性,47.6,54.72,0.87,4,20,5,9.0,16.38,30.73,False,True,157.6,16.01,0.999,False,188.71,189.96,-5.79,-0.12,16.78,12.0,8.0,2297050.0,2300250.0,1.5,2614100.0,2466790.0,2295113.0,1.139,100.0,64.13,空頭,頭頭低·底底低,多頭確認,4,1,11,4.2,4,,,False
ATO,Utilities,Atmos Energy,2026-02-27,184.63,12.92,7.6,12.89,11.57,1.0,1460675,1307020,1098146,3.73,46.98,11.15,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,12.77,17.95,0.712,6,19,14,11.5,0.07,6.85,False,True,168.49,6.74,1.06,False,185.64,187.82,-0.55,3.79,13.15,17.0,3.0,1473088.0,1390333.0,5.667,2836600.0,1177370.0,1231173.0,2.304,100.0,81.2,擴散,頭頭高·底底低,多頭確認,13,1,3,6.2,5,剛爆發,,False
