symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
TRV,Financials,Travelers Companies (The),2026-08-03,373.82,8.75,23.02,33.95,24.92,1.0,2170065,1862169,1707090,0.41,19.98,28.67,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,33.39,22.1,1.511,15,5,5,10.0,86.12,8.93,False,True,330.23,9.56,1.042,False,398.7,398.7,-6.24,-4.23,10.22,11.0,9.0,2210609.0,2120511.0,1.222,2313300.0,2366960.0,2422980.0,0.955,91.01,61.7,多頭,頭頭高·底底高,空轉多預警 / 多頭確認,3,23,14,13.2,9,吃老本,,False
GPN,Financials,Global Payments,2026-08-03,86.19,11.08,20.23,17.69,16.67,1.0,3087385,3782333,3659896,-25.19,6.92,45.41,P+V-,P+V+,P+V+,⚠️ 頂部背離,0.5,39.82,0.012,10,10,17,11.4,5.43,0.62,False,True,73.98,14.2,1.235,False,89.46,90.64,-3.66,2.53,11.34,12.0,8.0,3341583.0,2706087.0,1.5,3280200.0,2940060.0,3202646.0,1.024,100.0,62.91,多頭,頭頭高·底底高,多頭確認,13,1,10,7.6,3,剛爆發,,False
BAX,Health Care,Baxter International,2026-08-03,28.09,22.92,59.92,43.73,42.58,1.0,6967940,7181327,8262102,-0.32,-23.14,1.94,P+V-,P+V-,P+V+,⚠️ 頂部背離,3.7,43.5,0.085,1,1,7,2.2,52.53,15.93,False,True,21.42,35.61,1.184,False,29.99,30.0,-6.33,20.39,24.45,12.0,8.0,7430425.0,6274212.0,1.5,10447100.0,8235460.0,7392860.0,1.413,100.0,76.43,多頭,頭頭高·底底高,多頭確認,3,1,6,2.8,1,,,False
DXCM,Health Care,Dexcom,2026-08-03,87.31,18.68,46.62,18.51,25.58,1.0,5084925,5836501,5158168,-1.69,30.28,-7.46,P+V-,P+V+,P+V-,⚠️ 量能背離,-8.7,45.33,-0.192,2,5,14,5.3,15.11,18.99,False,True,73.45,23.57,1.411,False,89.98,89.98,-2.97,19.0,20.63,11.0,9.0,5851754.0,4147688.0,1.222,9191500.0,5615360.0,5281053.0,1.74,100.0,72.64,多頭,頭頭高·底底高,多頭確認,8,1,3,4.2,2,剛爆發,,False
SOLV,Health Care,Solventum,2026-08-03,88.07,15.46,30.75,13.48,18.29,1.0,1056345,1679258,1468883,-31.04,33.43,38.11,P+V-,P+V+,P+V+,⚠️ 頂部背離,8.66,30.82,0.281,3,9,19,8.0,9.33,5.0,False,True,78.61,14.37,1.242,False,88.65,88.65,-0.65,9.44,13.0,10.0,10.0,1170390.0,942300.0,1.0,1285100.0,1142390.0,1123213.0,1.144,98.31,66.71,多頭,頭頭高·底底高,多頭確認,11,9,11,10.2,4,,,False
WAB,Industrials,Wabtec,2026-08-03,296.16,14.38,9.98,28.25,20.22,1.0,1041780,946469,963847,18.81,-3.54,-1.79,P+V+,P+V-,P+V-,➡️ 中性,40.51,28.64,1.415,2,26,12,11.2,5.94,7.55,False,True,269.58,17.35,1.332,False,306.32,306.64,-3.32,-1.47,13.46,11.0,9.0,1173545.0,880733.0,1.222,697800.0,1353500.0,1171020.0,0.596,99.14,63.46,擴散,頭頭高·底底低,多頭確認,7,5,33,11.4,3,,,False
PAYX,Industrials,Paychex,2026-08-03,117.67,9.97,30.01,15.95,17.97,1.0,3254985,3404981,3787215,-16.99,-18.33,30.53,P+V-,P+V-,P+V+,⚠️ 頂部背離,-21.85,25.81,-0.847,10,4,26,11.4,0.91,2.31,False,True,103.62,14.36,0.992,False,141.86,148.11,-17.05,2.96,12.81,12.0,8.0,3244950.0,3270037.0,1.5,2857200.0,3578770.0,3438913.0,0.831,98.74,64.05,多頭,頭頭高·底底高,空轉多預警,12,7,23,12.2,4,,,False
SWK,Industrials,Stanley Black & Decker,2026-08-03,98.11,9.78,26.87,23.69,21.0,1.0,1833770,1750090,1931576,0.88,-17.18,2.19,P+V+,P+V-,P+V+,➡️ 中性,44.49,38.42,1.158,12,7,17,11.5,29.86,34.6,False,True,86.2,12.69,0.863,False,98.13,98.13,-0.02,4.18,6.0,12.0,8.0,1724400.0,1997825.0,1.5,2071400.0,2372830.0,2032873.0,1.019,92.88,66.39,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,5,15,13,10.6,1,吃老本,,False
HPE,Information Technology,Hewlett Packard Enterprise,2026-08-03,50.24,15.57,75.14,134.78,90.07,1.0,17161880,25688920,21685045,-36.14,45.29,-14.08,P+V-,P+V+,P+V-,⚠️ 量能背離,122.36,54.33,2.252,5,6,3,4.9,48.03,10.75,False,True,46.24,15.33,0.942,False,64.06,64.25,-21.58,4.25,16.43,12.0,8.0,16750233.0,17779350.0,1.5,17026300.0,15294700.0,16274620.0,1.046,100.0,59.57,多頭,頭頭高·底底高,空轉多預警,2,1,8,2.8,1,,🔥 追高風險,False
HPQ,Information Technology,HP Inc.,2026-08-03,27.12,18.12,31.59,44.01,34.43,1.0,15031370,18644961,19038085,-10.97,-4.05,60.71,P+V-,P+V-,P+V+,⚠️ 頂部背離,-2.82,42.46,-0.066,3,12,23,9.7,20.26,5.61,False,True,24.67,18.4,1.052,False,29.29,29.65,-7.42,2.15,20.0,14.0,6.0,15257714.0,14503233.0,2.333,11622700.0,15356360.0,15408906.0,0.754,100.0,61.51,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,17,1,28,12.8,6,剛爆發,,False
NTAP,Information Technology,NetApp,2026-08-03,182.92,10.67,65.64,84.62,61.39,1.0,2563975,3169261,2748525,-15.73,36.15,36.32,P+V-,P+V+,P+V+,⚠️ 頂部背離,64.1,52.44,1.222,13,7,14,11.4,7.22,2.78,False,True,162.42,12.24,0.909,False,192.25,192.83,-4.85,7.73,12.18,12.0,8.0,2465366.0,2711887.0,1.5,1964500.0,2029240.0,2268453.0,0.866,98.81,68.04,收斂,頭頭低·底底高,多轉空預警 / 多頭確認,10,12,18,12.4,4,,,False
NUE,Materials,Nucor,2026-08-03,261.28,14.89,16.26,51.41,33.49,1.0,1336505,1550755,1609878,-30.03,-7.08,1.0,P+V-,P+V-,P+V+,⚠️ 頂部背離,63.64,34.88,1.825,1,5,1,2.2,6.94,14.67,False,True,243.12,14.93,0.988,False,270.24,270.9,-3.31,5.41,16.68,15.0,5.0,1332360.0,1348940.0,3.0,1286400.0,1500050.0,1379646.0,0.932,100.0,65.26,擴散,頭頭高·底底低,,1,1,13,3.4,1,,,False
STLD,Materials,Steel Dynamics,2026-08-03,258.38,12.53,13.25,47.89,30.39,1.0,1166050,1197087,1236638,-16.91,-6.2,-3.43,P+V-,P+V-,P+V-,⚠️ 量能衰竭,87.78,35.49,2.474,2,7,2,3.5,0.56,-0.19,False,True,248.73,13.52,1.0,False,288.09,288.74,-10.31,3.24,13.79,13.0,7.0,1166169.0,1165828.0,1.857,1037700.0,1226100.0,1192973.0,0.87,100.0,62.32,擴散,頭頭高·底底低,,2,1,16,4.4,2,,,False
PKG,Materials,Packaging Corporation of America,2026-08-03,251.09,8.04,18.41,13.69,13.46,1.0,757295,699736,893873,15.86,-35.69,15.46,P+V+,P+V-,P+V+,➡️ 中性,26.55,23.41,1.134,5,4,7,5.1,1.62,12.54,False,True,230.77,14.75,1.178,False,258.81,258.81,-2.98,-0.51,6.22,8.0,12.0,832662.0,707050.0,0.667,640500.0,960760.0,810813.0,0.79,84.14,64.24,多頭,頭頭高·底底高,多頭確認,4,10,18,9.2,7,吃老本,,False
HST,Real Estate,Host Hotels & Resorts,2026-08-03,25.09,7.45,23.29,41.71,28.54,1.0,9050875,9255704,9169486,-14.89,1.9,9.05,P+V-,P+V+,P+V+,⚠️ 頂部背離,62.03,23.45,2.646,3,3,1,2.6,116.0,4.07,False,True,23.64,7.56,1.06,False,25.71,25.71,-2.41,0.48,7.91,14.0,6.0,9207142.0,8686250.0,2.333,9784900.0,9238850.0,9070046.0,1.079,100.0,63.15,多頭,頭頭高·底底高,,1,1,10,2.8,1,,,False
ARE,Real Estate,Alexandria Real Estate Equities,2026-08-03,53.03,7.33,32.62,-6.13,6.92,0.667,1611515,1914876,2216250,-19.19,-23.94,-3.96,P+V-,P+V-,P-V-,➡️ 中性,-30.39,49.4,-0.615,4,2,27,8.0,26.17,1359.96,False,True,50.64,13.03,0.949,False,83.17,88.24,-36.24,3.19,6.34,11.0,9.0,1573281.0,1658244.0,1.222,2387700.0,1726200.0,1613746.0,1.48,90.02,58.1,擴散,頭頭高·底底低,,17,9,1,10.6,6,剛爆發,,False
FRT,Real Estate,Federal Realty Investment Trust,2026-08-03,123.65,1.26,12.53,24.29,15.59,1.0,807905,945075,909326,-23.39,8.18,34.06,P+V-,P+V+,P+V+,⚠️ 頂部背離,38.81,17.06,2.275,10,6,7,8.2,35.3,165.2,False,True,122.23,4.21,0.854,False,128.21,128.21,-3.56,-2.74,2.56,10.0,8.0,730700.0,855850.0,1.25,829000.0,888420.0,874766.0,0.948,84.13,50.25,擴散,頭頭高·底底低,,5,14,17,11.0,8,吃老本,,False
PCG,Utilities,PG&E Corporation,2026-08-03,17.43,1.46,5.18,15.56,9.44,1.0,20559750,19465627,21158196,12.1,-14.81,-11.34,P+V+,P+V-,P+V-,➡️ 中性,20.38,27.2,0.749,3,2,2,2.5,11.64,8.83,False,True,17.0,8.43,1.009,False,19.05,19.16,-8.5,-0.97,3.63,13.0,7.0,20623123.0,20442057.0,1.857,39509100.0,27993980.0,23496666.0,1.681,97.3,51.12,多頭,頭頭高·底底高,,1,2,2,1.6,1,,,False
D,Utilities,Dominion Energy,2026-08-03,68.06,-1.55,7.66,14.8,8.93,0.667,4296320,6809895,5909876,-36.18,35.93,8.52,P-V-,P+V+,P+V+,➡️ 中性,19.71,17.57,1.122,7,1,3,4.4,17.2,4.37,False,True,68.0,5.29,1.467,False,72.26,72.99,-5.81,-2.16,-0.74,9.0,11.0,5208155.0,3550272.0,0.818,2900500.0,3355630.0,3588760.0,0.808,86.64,43.73,多頭,頭頭高·底底高,空頭確認,2,4,25,7.4,4,,,False
AES,Utilities,AES Corporation,2026-08-03,14.71,1.82,4.29,2.2,2.63,1.0,7918820,9232813,11197709,-3.5,-29.86,22.03,P+V-,P+V-,P+V+,⚠️ 頂部背離,14.24,27.76,0.513,2,3,21,6.1,108.27,33.04,False,True,14.54,0.85,1.252,True,17.23,17.65,-14.62,0.38,2.17,12.0,7.0,8633650.0,6895585.0,1.714,7474500.0,6540730.0,6762366.0,1.105,99.08,67.8,擴散,頭頭高·底底低,,8,1,12,6.0,2,剛爆發,,False
